"UniqueID","Ten Co So Y Te","So Dien Thoai","Dia Chi","Hour","Rating","Gioi Thieu","Dich Vu","Bac Si","Chuyen Khoa","Loai Co So","Hinh Anh",
"H15813","Nha khoa & Spa Hoàn Vũ","0283 8838 785","791 Trần Hưng Đạo, 1, Quận 5, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 08:00 - 20:00","","","Cạo vôi, Đánh bóng, Nạo túi, Nhổ răng sữa, Nhổ răng khôn, Nhổ răng thường, Trám thẩm mỹ, Trám đắp mặt, Trám kín kẽ, Chữa tuỷ răng 1 chân, Chữa tuỷ răng nhiều chân, Gắn hột, Đặt chốt, Chỉnh nha, Phục hình răng sứ, Phục hình tháo lắp, Tấy trắng răng","","","T11","H15813.jpg",
"H15814","Yang Spa","090 433 50 45","54 Cao Bá Nhạ, Nguyễn Cư Trinh , Quận 1, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 12:00 - 22:00","","","Đào thải độc tố, Lưu thông khí quyết, Giảm stress, Phục hồi năng lượng cơ thể, Điều trị chứng trầm cảm","","K30","T11","H15814.jpg",
"H15815","Sài Gòn Xinh Spa cơ sở 14","094 990 50 95","B14 Khu biệt thự liền kề - An Dương Vương, Kim Tân, Lào Cai, Lào Cai","Thứ Hai - Chủ Nhật: 08:30 - 19:30","","Sài Gòn Xinh Spa đã có 15 năm xây dựng và phát triển. Một chặng đường không ngắn với muôn vàn những khó khăn thử thách. Nhưng với tinh thần đoàn kết, nỗ lực của ban lãnh đạo cùng tập thể nhân viên, chúng tôi đã vượt qua những khó khăn và khẳng định ví trí của mình trên thị trường làm đẹp tại Hà Nội. Với slogan “Chăm sóc cả gia đình bạn”,  Sài Gòn Xinh Spa luôn cố gắng phát triển vững bước trong thời gian hoạt động. Hiện nay Sài Gòn Xinh Spa đã mở rộng, phát triển mạng lưới các cơ sở của mình ra toàn miền Bắc và miền Trung tiến tới sẽ mở rộng ra toàn lãnh thổ Việt Nam vươn lên trở thành một trong những thương hiệu spa hàng đầu Việt Nam với sứ mạnh giúp phụ nữ Việt Nam trẻ trung hơn, xinh đẹp hơn.","Chăm sóc da, Giảm béo, Massage, Phun xăm thẩm mỹ, Tắm trắng, Thanh lọc cơ thể, Trẻ hóa da, Trị mụn, Triệt lông vĩnh viễn, Trị mụn, Triệt lông vĩnh viễn, Tắm trắng, Chăm sóc da, Massage, Giảm béo, Phun xăm thẩm mỹ, Thanh lọc cơ thể, Trẻ hóa da","","K30","T11","H15815.jpg",
"H15816","Sài Gòn Xinh Spa cơ sở 36","096 292 50 95","Lô 77 Lê Quý Đôn kéo dài - Khu đô thị Kỳ Bá, Kỳ Bá, Thái Bình, Thái Bình","Thứ Hai - Chủ Nhật: 08:30 - 19:30","","Sài Gòn Xinh Spa tròn 15 năm tuổi. Một chặng đường không ngắn với muôn vàn những khó khăn thử thách. Nhưng với tinh thần đoàn kết, nỗ lực của ban lãnh đạo cùng tập thể nhân viên, chúng tôi đã vượt qua những khó khăn và khẳng định ví trí của mình trên thị trường làm đẹp tại Hà Nội. Với slogan “Chăm sóc cả gia đình bạn”,  Sài Gòn Xinh Spa luôn cố gắng phát triển vững bước trong thời gian hoạt động.","Chăm sóc da cơ bản, Chăm sóc vùng cổ, Chăm sóc vùng môi bằng parafin, Chăm sóc tái tạo vùng da quanh mắt với tính chất aloe vera, Phun môi phủ bóng pha lê, Phun môi thường, Phun mày tán bột, Phun lông mày, Tắm trắng bằng sữa non, Thêu lông mày, Trẻ hóa da bằng lăn kim, Trẻ hóa da bằng oxy jet, Trẻ hóa da bằng Thermage, Trẻ hóa da vùng mí mắt, Đặc trị mụn, Triệt lông vĩnh viễn CN Ánh sáng sinh học Bio Light, Trẻ hóa da bằng oxy jet, Chăm sóc da cơ bản, Massage, Massage ngực, Massage tay, Massage chân, Massage cổ, vai, gáy, Massage đá nóng, Massage body Việt Nam Oil, Massage Thụy Điển, Massage thông kinh lạc, Massage Siatsu, Massage cho người chơi thể thao, Phun lông mày, Phun mày tán bột, Thêu lông mày, Phun môi thường, Phun môi phủ bóng pha lê, Đặc trị mụn, Triệt lông vĩnh viễn CN Ánh sáng sinh học Bio Light, Chăm sóc vùng cổ, Chăm sóc vùng môi bằng parafin, Chăm sóc tái tạo vùng da quanh mắt với tính chất aloe vera, Trẻ hóa da bằng lăn kim, Tắm trắng bằng sữa non, Trẻ hóa da bằng THERMAGE, Trẻ hóa da vùng mí mắt","","","T11","H15816.jpg",
"H15817","Spa Vân Hạnh","0283 9553 874","24 Tân Khai , 4, Quận 11, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 20:00","","Đến với hệ thống Kim Ngân Hà Spa đặc biệt là chi nhánh Vân Hạnh Spa, bạn chỉ cần nói lên những trăn trở của mình, các chuyên viên tư vấn sẽ cho biết bạn cần làm gì, giải pháp nào là phù hợp nhất cho làn da hay cơ thể của bạn. Đặc biệt, với cơ sở vật chất kĩ thuật hiện đại, công nghệ máy móc thiết bị được nhập khẩu từ nước ngoài sẽ giúp bạn tự tin hơn về làn da hay cơ thể của mình, kể cả những điều mà trước đây bạn nghĩ là không thể. ","Chăm sóc da mặt, Trị tàn nhang, Trị thâm nám, Triệt lông vĩnh viễn, Điều trị mụn bọc, Trị da sần, Trị thâm nám, Trị tàn nhang, Trị sẹo do mụn để lại, Triệt lông vĩnh viễn, Chăm sóc da mặt","","K30","T11","H15817.jpg",
"H15818","Eden Spa - Cơ sở 1","0283 8213 815","19/25 Nguyễn Huệ, Bến Nghé, Quận 1, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:30 - 19:00","","Saigon Eden Spa là viện chăm sóc da chuyên nghiệp, là điểm đến làm đẹp, thư giãn lý tưởng của mọi người. Đặc biệt Saigon Eden Spa mang đầy đủ yếu tố của một Spa cao cấp làm say lòng những Quý khách ghé thăm, thuyết phục được tất cả các vị khách khó tính nhất đến từ Nhật Bản, được người Nhật yêu thích nhất tại Việt Nam, là địa điểm tin cậy của mọi đối tượng khách hàng trên khắp mọi miền đất nước. ","Wax lông, Xông hơi, Ngâm bồn hoa hồng, Facial nâng cơ, Facial trị mụn, Facial trẻ hóa da, Foot Massage, Massage tẩy tế bào chết, Massage giảm béo, Massage kiểu Nhật, Massage kiểu Thái, Massage body đá nóng, Massage body tinh dầu ","","K30","T11","H15818.jpg",
"H15819","Chilly Spa","0243 5766 166","8/1 Tôn Thất Tùng , Trung Tự, Đống Đa, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 19:30","","Ngày nay, khi xã hội càng phát triển đi kèm với áp lực công việc tăng cao và spa chính là giải pháp tối ưu của con người trong việc duy trì và phục hồi sức khỏe sau một ngày làm việc mệt mỏi. Đến với Chilly Spa bạn sẽ cảm nhận được những nét riêng biệt so với các Spa khác, với gam màu đỏ chủ đạo tạo cảm giác ấm cúng được kết hợp hài hòa với kiến trúc Tây Âu vô cùng sang trọng. Nếu như kiến trúc là nơi ấn tượng với bạn ngay lần đầu bước vào Chilly Spa thì các dịch vụ chăm sóc thư giãn tại đây lại hấp dẫn bạn sau khi sử dụng.","Message thư giãn, Chăm sóc da, Trị sẹo lồi, Trị sẹo lõm, Trị mụn, Trị mụn đầu đen, Trị mụn cám, Trị mụn bọc, Trị mụn thịt, Xóa hình xăm, Trị rạn da, Tẩy nốt ruồi, Xóa gân máu","","K30","T11","H15819.jpg",
"H15820","Trung tâm chăm sóc sắc đẹp Hồng Vân - Cơ sở 1","097 513 37 51","1053 Ngô Gia Tự , Đức Giang, Long Biên, Hà Nội","Thứ Hai - Chủ Nhật: 07:30 - 21:00","","","Thẩm mĩ toàn diện, Phun lông mày, Thêu lông mày, Phun thêu mắt, Phun thêu môi, Tráng bóng tóc, Uốn tóc, Nhuộm tóc, Xông hơi, Làm trắng da","","K30","T11","H15820.jpg",
"H15821","Thẩm mỹ Cường Vân cơ sở 1","0243 7668 534","2 ngõ 53 Linh Lang, Cống Vị, Ba Đình, Hà Nội","Thứ Hai - Chủ Nhật: 08:00 - 20:00","","Với xuất phát điểm quay về với tự nhiên, dùng những gì tự nhiên ban tặng để làm đẹp cho con người, chúng tôi đã dày công tìm hiểu và nghiên cứu trong nhiều năm về những phương pháp điều trị, làm đẹp da từ cổ đại cho đến hiện đại, qua nhiều vùng miền, văn hóa, tập tục khác nhau để tìm tòi, học tập. Trải qua rất nhiều rất nhiều vất vả, tôi cũng được truyền lại nhiều kiến thức quý báu từ các bậc thầy Trung Hoa và Việt Nam cũng như đúc kết ra những phương pháp điều trị, bài thuốc làm đẹp da hoàn toàn từ các loại cây, lá, hạt và các loại thuốc nam.","Chăm sóc da nhạy cảm, Điều trị da nhăn, Điều trị da khô, Làm trắng da mặt, Nâng cơ mặt, Trị mụn, Trị nám, Chữa rạn da sau sinh, Trị tàn nhang, Xóa vết thâm mụn, Chữa thâm quầng mắt, Điều trị da khô, Điều trị da nhăn, Trị mụn, Xóa vết thâm mụn, Nâng cơ mặt, Làm trắng da mặt, Chăm sóc da nhạy cảm, Chữa thâm quầng mắt, Chữa rạn da sau sinh, Xông hơi bằng thảo dược, Trị nám, Trị tàn nhang","","","T11","H15821.jpg",
"H15822","Sơn Thùy Spa - Cơ sở 4","0283 8351 241","652 Lê Hồng Phong, 10, Quận 10, Hồ Chí Minh","","","Thẩm mỹ viện Sơn Thùy là một trong những trung tâm thẩm mỹ  có uy tín và kinh nghiệm trên 15 năm nay. Thẩm mỹ viện Sơn Thùy đã tạo dựng được danh tiếng và uy tín đối với hầu hết tất cả các khách hàng. Là một trong những trung tâm làm đẹp có nhiều chi nhánh tại thành phố Hồ Chí Minh. Và với đội ngũ nhân viên giàu kinh nghiệm, nhiệt tình trong công việc, hiện tại Thẩm mỹ viện Sơn Thùy đã triển khai mở rộng thêm các chi nhánh tại các quận, huyện trên địa bàn thành phố Hồ Chí Minh.","Hút mỡ ánh sáng sinh học, Chấm tàn nhang, Lột mặt, Làm hồng nhũ hoa, Làm hồng gót chân, Tắm trắng, Tẩy nám, Massage mặt, Nối mi, Đắp mặt nạ, Massage body, Massage ngực, Săn chắc cơ mặt, Đưa oxi vào da, Phun thẩm mĩ, Triệt lông vĩnh viễn","","K30","T11","H15822.jpg",
"H15823","Tú Anh Spa","0282 2285 577","1B Nguyễn Chích , Phú Thạnh, Tân Phú, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 08:00 - 22:00","","Tú Anh Spa rất đa dạng về dịch vụ để khách hàng có thể thoả sức chọn lựa theo ý thích của mình như: Chăm sóc da mặt, Body thư giãn, Liệu pháp chăm sóc cơ thể, Đặc trị bằng công nghệ ánh sáng, Đắp khoáng bùn, Dịch vụ trọn gói hay Dịch vụ chăm sóc chân tay,…Spa chỉ sử dụng những mỹ phẩm cao cấp chiết xuất từ thiên nhiên nên luôn đạt hiệu quả cao nhất, thỏa mãn nhu cầu cho từng khách hàng.","Chăm sóc cơ thể, Chăm sóc da mặt, Chăm sóc chân tay, Body thư giãn, Xông hơi, Chăm sóc da mặt, Body thư giãn, Đắp khoáng bùn, Ngâm chân thảo mộc, Xông hơi, Chăm sóc cơ thể, Đặc trị, Chăm sóc chân tay","","K30","T11","",
"H15824","Sen Beauty & Spa","090 447 89 48","357A Nguyễn Trọng Tuyển, 1, Tân Bình, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 08:00 - 20:00","","Ở Sen Beauty & Spa có đủ các loại hình dịch vụ từ thư giãn đến làm đẹp. Sen Beauty & Spa luôn hướng tới những giá trị thuần khiết của cuộc sống để chắc chắn rằng bạn sẽ cảm nhận được vẻ đẹp và tâm hồn mình đang được chăm sóc và nâng niu.Với lối bài trí nhẹ nhàng lấy hoa sen làm chủ đạo và tượng trưng cho sự thanh cao, thoát tục giúp con người gỡ bỏ mọi ưu phiền để tĩnh tâm an hưởng hạnh phúc kết hợp với lối kiến trúc hiện đại, sang trọng nhưng ấm cúng và gần gũi.","Tắm trắng, Tắm trắng","DC000399","K30","T11","H15824.jpg",
"H15825","Linda Spa","0282 2108 916","1124 Ba tháng Hai, 12, Quận 11, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 20:00","","Linda Spa tự hào là một trong những mỹ viện có tiếng của ngành mỹ phẩm và chăm sóc sắc đẹp, là nơi điều trị và chăm sóc da đáng tin cậy của các chị em phụ nữ. Đến với Linda Spa, bạn sẽ cảm nhận được những nét rất riêng khác hẳn với những spa khác. Không gian lịch sự, ấm cúng với gam màu vàng làm chủ đạo, kết hợp lối trang trí sang trọng tạo cảm giác ấm cúng và gần gũi, Linda Spa mang lại cho bạn những phút giây thư giãn tinh thần thật sảng khoái. Trang thiết bị hiện đại, luôn cập nhật ứng dụng công nghệ tiên tiến nhất và đa dạng với các dịch vụ làm đẹp, hồi sinh cho bạn làn da sạch mụn, tươi trẻ, căng mịn và trắng sáng như ý muốn, cùng đội ngũ phục vụ, phong thái chuyên nghiệp chu đáo. Mong muốn mang đến cho bạn những dịch vụ hiệu quả và an toàn nhất.","Chăm sóc da, Giảm béo, Massage chân, Massage toàn thân, Phun thêu thẩm mỹ, Tắm trắng, Xóa nốt ruồi, Trị sẹo lồi, Xử lý môi thâm, Xóa xăm thẩm mỹ, Tắm trắng, Giảm béo, Phun thêu thẩm mỹ, Xóa nốt ruồi, Trị sẹo lồi, Chăm sóc da, Massage toàn thân, Massage chân, Tan mỡ bụng, Xóa xăm thẩm mỹ, Xử lý môi thâm","DC000400","K30","T11","H15825.jpg",
"H15826","Huyền Spa A15 Ngô Thì Nhậm","0246 3283 597","A15 Ngô Thì Nhậm, Ngô Thì Nhậm, Hà Đông, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 21:00","","","Chăm sóc da, Giảm béo toàn thân, Massage toàn thân + đá nóng, Nối mi, Tái tạo da mặt, Tắm trắng toàn thân, Trị mụn trứng cá, Trị nám, Trị tàn nhang, Triệt lông, Xóa nếp nhăn, Chăm sóc da, Xóa nếp nhăn, Tái tạo da mặt, Trị tàn nhang, Trị nám, Trị mụn trứng cá, Tắm trắng toàn thân, Giảm béo toàn thân, Massage toàn thân + đá nóng, Triệt lông, Xông hơi, Nối mi, Trang điểm","","","T11","H15826.jpg",
"H15827","Uyên Thuỳ Spa","093 143 89 07","98/3A Nguyễn Ảnh Thủ, Bà Điểm, Hóc Môn, Hồ Chí Minh","Thứ Hai - Thứ Bảy: 08:00 - 20:00","","Làm đẹp là một nhu cầu không thể thiếu của con người, đặc biệt là người phụ nữ. Nếu như trước đây, để đánh giá vẻ đẹp của phái nữ thì những tiêu chuẩn về làn da, mái tóc là quan trọng nhất. Còn bây giờ, nét đẹp ấy phải là sự kết hợp của tất cả các yếu tố từ hình thể cho tới tâm hồn, đặc biệt là tôn vinh những nét đẹp tự nhiên.","Massage, Tắm dưỡng, Tắm trắng, Trị mụn, Trị nám, Trị thâm, Triệt lông, Xông hơi, Massage, Chăm sóc da và mặt, Xông hơi, Tắm trắng, Tắm dưỡng, Triệt lông, Trị nám, Trị thâm, Trị mụn","","K05, K30","T11","H15827.jpg",
"H15828","Spa Hoàng Gia Thái","0283 8485 009","19 Cửu Long, 2, Tân Bình, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 23:00","","Nằm ở số 19 Cửu Long gần sân bay Tân Sơn Nhất, Spa Hoàng Gia Thái gồm 3 tầng với trang thiết bị hiện đại đạt chuẩn thực sự là điểm thư giãn thú vị sau một cuộc hành trình hay công việc căng thẳng. Với phong cách matssage của Thái Lan, Trung quốc, Nhật Bản như massage chân, massage toàn thân, sử dụng vật lý trị liệu như đá nóng, bấm huyệt, ngân chân thuốc bắc và các loại thảo dược trong không gian dịu dịu của đèn, cùng tông màu rèm – tường trầm ấm, lịch sự bạn sẽ cảm thấy thật sự thoải mái.","Massage chân, Massage toàn thân, Massage đá nóng, Massage thư giãn, Bấm huyệt, Massage chân, Massage đá nóng, Bấm huyệt, Ngâm chân thuốc bắc, Massage thư giãn, Massage toàn thân, Đắp đá nóng","","K30","T11","H15828.jpg",
"H15829","Ansa Spa cơ sở 2","0243 9352 088","Ngõ 14 Đào Duy Từ, Hàng Buồm , Hoàn Kiếm, Hà Nội","","","Với tiêu chí “Đẹp hơn – Trẻ hơn – Hoàn thiện hơn”, mỗi ngày, Ansa Spa luôn cố gắng nâng cao chất lượng phục vụ phái đẹp một cách tốt nhất. Cũng trong sự nỗ lực ấy, càng ngày, Ansa Spa càng có thêm nhiều dịch vụ để phục vụ chu đáo mọi nhu cầu làm đẹp của khách hàng. Tại Ansa Spa, mọi đối tượng khách hàng đều được phục vụ một cách tốt nhất với mức giá phù hợp nhất. Đến đây, bạn sẽ được tư vấn miễn phí về quá trình trị liệu cũng như làm đẹp một cách tận tình và chu đáo.","Chăm sóc chân, Chăm sóc tay, Giảm béo bắp tay, Massage giảm béo, Làm săn chắc da, Làm thon gọn toàn thân, Massage bằng đá nóng, Massage bằng thảo dược, Massage bốn tay, Massage dầu, Massage lưng, Massage Shiatsu, Massage Thái, Nâng cơ, Hồi sinh làn da, Tái tạo da mặt tiêu chuẩn, Tắm trắng, Tẩy da chết, Giải độc toàn thân, Kiểm soát mụn chuyên sâu, Waxing, Xông hơi, Massage giảm béo , Giảm béo bắp tay , Giảm béo phần đùi , Giảm béo phần eo , Waxing , Tái tạo da mặt tiêu chuẩn , Trị liệu dành cho da nhạy cảm , Trị liệu dành cho da dầu , Kiểm soát mụn chuyên sâu , Giảm nám , Trị liệu phục hồi nếp nhăn , Nâng cơ , Làm săn chắc da , Chăm sóc mặt thư giãn  , Tẩy da chết , Chăm sóc cơ thể bằng trái cây thiên nhiên , Trị liệu làm trắng sáng , Hồi sinh làn da , Làm thon gọn toàn thân , Giải độc toàn thân , Massage dầu , Massage Thái , Massage Shiatsu, Massage bằng đá nóng , Massage bằng thảo dược , Massage bốn tay , Massage lưng , Tắm trắng , Dưỡng da cao cấp, Chăm sóc tay, Chăm sóc chân, Xông hơi","","K30","T11","H15829.jpg",
